Elapsed time,Direct_1,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,EDF Annotations
0.475,43.101,4.9,-9.9,-3,-6.4,0.579
0.476,38.901,4.1,-10.3,-3.9,-6.4,0.579
0.477,34.701,3.5,-10.5,-4.7,-6,0.579
0.478,32.1,3.2,-10.2,-5.3,-5.5,0.579
0.479,31.8,3.2,-9.6,-5.5,-5.2,0.579
0.48,33.501,3.4,-8.8,-5.4,-5,0.822
0.481,36.401,3.6,-7.8,-4.8,-4.8,0.822
0.482,39.101,3.8,-6.9,-3.9,-4.5,0.822
0.483,40.701,3.8,-6,-3,-4,0.822
0.484,40.601,3.8,-5.5,-2.1,-3.4,0.822
0.485,38.601,3.7,-5.1,-1.4,-3.1,0.822
0.486,35.301,3.6,-4.9,-1,-3.3,0.822
0.487,31.9,3.5,-4.8,-0.9,-3.9,0.822
0.488,29.9,3.4,-4.6,-1.1,-4.7,0.822
0.489,30.3,3.1,-4.5,-1.6,-5.5,0.822
0.49,33.301,2.7,-4.4,-2.6,-6.1,0.579
0.491,37.901,2.3,-4.5,-3.7,-6.4,0.579
0.492,42.301,2.1,-4.7,-4.7,-6.4,0.579
0.493,44.801,2.6,-4.9,-5,-6.3,0.579
0.494,45.001,3.6,-4.9,-4.6,-5.8,0.579
0.495,43.601,4.8,-4.6,-3.5,-5.1,0.579
0.496,42.101,5.9,-4,-2.4,-4.1,0.579
0.497,41.501,6.4,-3.2,-1.6,-3.1,0.579
0.498,42.101,6.1,-2.4,-1.5,-2.2,0.579
0.499,43.301,5.4,-1.8,-1.9,-1.9,0.579
0.5,44.201,4.7,-1.4,-2.3,-2.2,0.668
0.501,44.601,4.3,-1.2,-2.6,-3,0.668
0.502,44.901,4.2,-1,-2.7,-3.8,0.668
0.503,45.601,4.4,-1,-2.8,-4.4,0.668
0.504,46.701,4.3,-1,-3.2,-4.6,0.668
0.505,47.701,3.9,-1.2,-3.7,-4.3,0.668
0.506,47.501,3.4,-1.7,-4.2,-3.9,0.668
0.507,45.901,2.9,-2.2,-4.2,-3.6,0.668
0.508,43.501,2.9,-2.6,-3.7,-3.5,0.668
0.509,41.701,3.4,-2.6,-2.7,-3.6,0.668
0.51,41.601,4.2,-2.3,-1.9,-3.8,0.68
0.511,43.501,5,-1.8,-1.6,-3.8,0.68
0.512,45.701,5.6,-1.4,-1.8,-3.6,0.68
0.513,46.501,6,-1.4,-2.4,-3.1,0.68
0.514,44.701,6.1,-1.8,-2.8,-2.6,0.68
0.515,40.701,6.1,-2.2,-2.7,-2.2,0.68
0.516,36.501,6.1,-2.2,-2.1,-2,0.68
0.517,34.301,6.2,-1.7,-1.4,-1.8,0.68
0.518,34.901,6.4,-0.6,-1,-1.6,0.68
0.519,37.401,6.4,0.6,-1.2,-1.3,0.68
0.52,39.701,6.3,1.1,-2,-1.2,0.696
0.521,40.101,5.7,0.8,-3.2,-1.2,0.696
0.522,37.901,4.5,-0.6,-4.7,-1.7,0.696
0.523,34.101,3,-2.3,-6.1,-2.5,0.696
0.524,30.5,1.4,-3.7,-7.3,-3.7,0.696
0.525,28.8,0.3,-4.2,-8.2,-4.8,0.696
0.526,29.5,0.1,-3.9,-8.4,-5.5,0.696
0.527,32.1,0.6,-3,-8,-5.8,0.696
0.528,35.201,1.6,-2.4,-7.3,-5.6,0.696
0.529,37.501,2.6,-2.5,-6.4,-5.2,0.696
0.53,38.101,3.2,-3.3,-5.8,-4.8,0.579
0.531,36.901,3.4,-4.4,-5.6,-4.5,0.579
0.532,34.401,3.4,-5.2,-5.5,-4.4,0.579
0.533,31.8,3.5,-5.5,-5.4,-4.3,0.579
0.534,30,3.7,-5.3,-5.1,-4.4,0.579
0.535,29.8,3.8,-5.1,-4.5,-4.4,0.579
0.536,30.6,3.5,-5.5,-4,-4.6,0.579
0.537,31.4,2.8,-6.3,-3.9,-4.7,0.579
0.538,30.9,1.9,-7.4,-4.1,-4.8,0.579
0.539,28.7,1.2,-7.9,-4.5,-4.6,0.579
0.54,25.4,1.1,-7.4,-4.7,-4,0.822
0.541,22.9,1.6,-5.8,-4.4,-3,0.822
0.542,22.7,2.6,-3.6,-3.7,-1.9,0.822
0.543,25.2,3.6,-1.3,-2.9,-1,0.822
0.544,29,4.5,0.5,-2.2,-0.3,0.822
0.545,32,5.1,1.4,-1.8,0.1,0.822
0.546,32.5,5.7,1.5,-1.5,0.4,0.822
0.547,30.3,6.4,1.2,-1.1,0.9,0.822
0.548,26.6,7.3,0.9,-0.5,1.7,0.822
0.549,23.6,8.5,1,0,2.5,0.822
0.55,22.6,9.6,1.3,0.1,2.9,0.579
0.551,24,10.2,1.7,-0.4,2.4,0.579
0.552,26.5,10.1,1.8,-1.5,1.1,0.579
0.553,28.5,9.1,1.5,-2.7,-0.8,0.579
0.554,28.6,7.5,1,-3.4,-2.5,0.579
0.555,26.7,5.9,0.4,-3.5,-3.4,0.579
0.556,24,4.6,0.1,-3.1,-3.3,0.579
0.557,21.6,4,0.1,-2.6,-2.5,0.579
0.558,20.8,3.9,0.3,-2.4,-1.5,0.579
0.559,21.5,4.1,0.2,-2.7,-0.7,0.579
0.56,23.2,4,-0.4,-3.1,-0.6,0.668
0.561,24.8,3.5,-1.4,-3.4,-1.1,0.668
0.562,25.8,2.6,-2.8,-3.2,-2,0.668
0.563,25.9,1.7,-4.2,-2.8,-2.9,0.668
0.564,25.6,1.1,-5.4,-2.5,-3.6,0.668
0.565,25.3,0.8,-6.6,-2.6,-4.1,0.668
0.566,25,0.6,-7.6,-3.2,-4.3,0.668
0.567,24.4,0.3,-8.4,-4.1,-4.4,0.668
0.568,23.1,-0.4,-9,-5,-4.3,0.668
0.569,21.2,-1.1,-9,-5.5,-4.1,0.668
0.57,19.5,-1.8,-8.6,-5.7,-3.9,0.68
0.571,19.1,-1.9,-8,-5.6,-3.7,0.68
0.572,20.4,-1.6,-7.4,-5.5,-3.7,0.68
0.573,23,-1,-7.1,-5.6,-3.7,0.68
0.574,25.3,-0.4,-7.4,-5.8,-3.9,0.68
0.575,25.8,-0.1,-8.1,-6.3,-4.1,0.68
0.576,24,-0.3,-9,-6.9,-4.3,0.68
0.577,20.6,-0.9,-9.9,-7.7,-4.3,0.68
0.578,17.5,-1.7,-10.5,-8.4,-4.3,0.68
0.579,16.2,-2.4,-10.8,-9,-4.1,0.68
0.58,17.1,-2.8,-10.7,-9.2,-3.7,0.72
0.581,19.3,-2.9,-10.1,-8.8,-3.1,0.72
0.582,21.3,-2.6,-9.3,-8,-2.6,0.72
0.583,22.1,-2,-8.5,-6.9,-2.2,0.72
0.584,21.4,-1.2,-8,-6.1,-2.3,0.72
0.585,20.3,-0.7,-7.9,-5.7,-2.9,0.72
0.586,19.5,-0.7,-8.1,-5.9,-3.8,0.72
0.587,19.6,-1,-8.2,-6.4,-4.8,0.72
0.588,19.9,-1.5,-8.2,-7.1,-5.5,0.72
0.589,19.8,-1.9,-7.9,-7.5,-5.7,0.72
0.59,18.6,-1.8,-7.4,-7.4,-5.3,0.579
0.591,16.5,-1.4,-7,-7,-4.6,0.579
0.592,14.3,-0.7,-6.9,-6.3,-3.8,0.579
0.593,13,-0.2,-6.9,-5.6,-3.2,0.579
0.594,12.8,0,-7,-5.2,-2.9,0.579
0.595,13.5,-0.1,-6.9,-5.1,-2.7,0.579
0.596,14.3,-0.2,-6.6,-5.4,-2.7,0.579
0.597,14.6,-0.2,-6.2,-5.8,-2.6,0.579
0.598,14.4,0.1,-5.8,-6,-2.5,0.579
0.599,13.8,0.4,-5.6,-5.9,-2.2,0.579
0.6,13.2,0.8,-5.4,-5.3,-1.9,0.822
0.601,12.9,1,-5.2,-4.6,-1.7,0.822
0.602,12.9,1.1,-5.1,-3.9,-1.5,0.822
0.603,13.2,1.3,-5.1,-3.5,-1.4,0.822
0.604,13.6,1.6,-5.3,-3.5,-1.4,0.822
0.605,13.9,2,-5.8,-3.8,-1.5,0.822
0.606,14,2.2,-6.4,-4.2,-1.5,0.822
0.607,14,2.4,-6.8,-4.5,-1.5,0.822
0.608,14.1,2.5,-6.8,-4.6,-1.5,0.822
0.609,14.6,2.5,-6.4,-4.4,-1.5,0.822
0.61,15.2,2.6,-6.1,-4.3,-1.7,0.579
0.611,15.5,2.8,-6,-4.1,-1.9,0.579
0.612,14.9,2.9,-6.5,-4.1,-2.1,0.579
0.613,13.3,3,-7.2,-4,-2,0.579
0.614,11.1,3,-7.7,-3.9,-1.5,0.579
0.615,9.4,3.1,-7.8,-3.6,-0.9,0.579
0.616,8.9,3.4,-7.3,-3.3,-0.4,0.579
0.617,10.2,3.7,-6.6,-2.9,-0.3,0.579
0.618,12.5,4,-6.1,-2.3,-0.7,0.579
0.619,14.5,4.1,-6.1,-1.7,-1.4,0.579
0.62,15,3.7,-6.2,-1.2,-2,0.668
0.621,13.8,3,-6.3,-0.9,-2.2,0.668
0.622,11.6,2.2,-6.1,-1,-2,0.668
0.623,9.9,1.7,-5.5,-1.6,-1.5,0.668
0.624,9.6,1.6,-4.8,-2.3,-1.1,0.668
0.625,10.7,2,-4.1,-3,-0.9,0.668
0.626,12.3,2.8,-3.6,-3.2,-1.2,0.668
0.627,13.5,3.6,-3.3,-2.9,-1.8,0.668
0.628,13.8,4.1,-3.1,-2.6,-2.8,0.668
0.629,13.3,4.1,-3.1,-2.7,-4,0.668
0.63,12.6,3.5,-3.7,-3.4,-5.3,0.68
0.631,11.9,2.4,-4.9,-4.9,-6.6,0.68
0.632,11.3,1.1,-6.6,-6.7,-7.7,0.68
0.633,10.6,0,-8.4,-8.2,-8.4,0.68
0.634,9.6,-0.5,-9.5,-8.7,-8.4,0.68
0.635,9.1,-0.3,-9.6,-8.3,-7.8,0.68
0.636,9.6,0.5,-8.6,-7,-6.8,0.68
0.637,11.8,1.5,-6.8,-5.5,-5.7,0.68
0.638,15.6,2.4,-5,-4.4,-4.7,0.68
0.639,20.8,3,-3.6,-3.7,-3.8,0.68
0.64,26.5,3.5,-2.5,-3.4,-2.7,0.708
0.641,32.5,4.1,-1.5,-2.7,-0.8,0.708
0.642,38.601,5.2,0.1,-0.9,2.5,0.708
0.643,45.001,7.1,2.9,2.4,7.5,0.708
0.644,51.901,10,6.9,6.9,13.9,0.708
0.645,59.601,13.5,11.7,11.9,20.8,0.708
0.646,67.801,17.3,16.3,16.2,26.6,0.708
0.647,76.301,20.5,19.6,18.9,30.1,0.708
0.648,84.101,22.5,20.7,19.3,30.7,0.708
0.649,90.301,22.6,19.7,17.8,28.6,0.708
0.65,93.501,20.9,17,15.1,24.9,0.579
0.651,93.001,18,13.6,12,20.8,0.579
0.652,88.601,14.7,10.5,9.2,16.8,0.579
0.653,81.101,11.9,8.1,6.9,13.2,0.579
0.654,71.401,10.2,6.3,4.8,9.5,0.579
0.655,60.301,9.3,4.6,2.6,5.3,0.579
0.656,48.301,8.5,2.7,0,0.6,0.579
0.657,35.501,7.2,0.4,-2.8,-4.4,0.579
0.658,21.8,5.1,-2.1,-5.8,-9.1,0.579
0.659,7.6,2.3,-4.4,-8.5,-13,0.579
0.66,-6.2,-0.5,-6.3,-10.7,-15.8,0.822
0.661,-18.8,-2.6,-7.5,-12,-17.3,0.822
0.662,-29.1,-3.6,-8,-12.2,-17.6,0.822
0.663,-36.501,-3.3,-7.8,-11.4,-16.5,0.822
0.664,-40.501,-2.2,-6.8,-9.6,-14.3,0.822
0.665,-40.801,-0.5,-5.2,-7.1,-11.3,0.822
0.666,-38.001,1.3,-3.1,-4.4,-8.3,0.822
0.667,-32.801,3.3,-1,-1.9,-5.7,0.822
0.668,-26.6,5.3,0.9,0.1,-3.7,0.822
0.669,-20.6,7.2,2.3,1.6,-2.3,0.822
0.67,-15.6,8.9,3.1,2.7,-1.1,0.579
0.671,-11.5,10,3.5,3.5,0,0.579
0.672,-7.6,10.4,3.5,3.8,0.9,0.579
0.673,-3.3,10.1,3.1,3.8,1.3,0.579
0.674,1.4,9.2,2.3,3.4,1,0.579
0.675,5.7,8.4,1.3,2.8,0.2,0.579
0.676,8.6,8.2,0.4,2.5,-0.6,0.579
0.677,9.5,9,0.1,3,-0.7,0.579
0.678,9.1,10.8,0.7,4.6,0.2,0.579
0.679,8.5,13.3,2.2,7,2,0.579
0.68,9,15.9,4.2,9.9,4.1,0.5
0.681,10.6,17.9,6,12.5,5.9,0.5
0.682,12.6,19,7.5,14.6,7.3,0.5
0.683,13.8,19.3,8.6,16.1,8.7,0.5
0.684,13.7,19.2,9.6,17.2,10.4,0.5
0.685,12.4,19,10.7,18.1,12.7,0.5
0.686,10.7,18.7,11.8,19,15.2,0.5
0.687,9.2,18.1,12.8,19.8,17.7,0.5
0.688,8.2,16.7,13.1,20.4,19.8,0.5
0.689,7.2,14.1,12.7,20.7,21.7,0.5
0.69,5.8,10.3,11.7,20.8,23.6,0.5
0.691,4.1,5.6,10.6,20.9,26.1,0.5
0.692,2.6,0.8,9.9,21.1,29.2,0.5
0.693,2.3,-3.9,9.7,21.5,32.4,0.5
0.694,3.7,-8.3,9.7,21.9,35.301,0.5
0.695,6.1,-12.4,9.6,21.9,37.601,0.5
0.696,8.6,-16.6,8.9,21.5,39.301,0.5
0.697,9.9,-21,7.7,20.4,40.801,0.5
0.698,9.3,-25.6,6.2,19,42.501,0.5
0.699,7.3,-30.4,4.5,17.2,44.101,0.5
0.7,4.8,-35.201,2.7,15.3,45.401,0.5
0.701,3,-40.101,0.6,13.2,45.801,0.5
0.702,2.5,-44.801,-2.2,10.9,44.901,0.5
0.703,3.5,-49.501,-5.5,8,43.101,0.5
0.704,5.2,-53.801,-9.1,4.8,40.601,0.5
0.705,6.9,-57.501,-12.3,1.5,38.201,0.5
0.706,8,-60.301,-14.6,-1.6,36.401,0.5
0.707,8.2,-62.001,-15.6,-3.8,35.201,0.5
0.708,7.4,-62.601,-15.6,-4.8,34.701,0.5
0.709,6,-62.201,-14.9,-4.6,34.301,0.5
0.71,4.5,-61.101,-14.2,-3.5,33.801,0.5
0.711,3.4,-59.701,-14,-2.1,32.6,0.5
0.712,3.2,-58.001,-14.4,-1.2,30.4,0.5
0.713,3.8,-56.101,-15.3,-1.3,27.1,0.5
0.714,4.9,-53.801,-16.4,-2.6,22.9,0.5
0.715,5.9,-51.001,-17.2,-4.7,18.1,0.5
0.716,6.2,-47.301,-17.6,-7.2,13.2,0.5
0.717,5.6,-42.701,-17.7,-9.6,8.1,0.5
0.718,4.7,-37.301,-17.5,-11.8,2.9,0.5
0.719,4,-31.5,-17.3,-13.7,-2.7,0.5
0.72,4.2,-25.6,-17.2,-15.5,-8.4,0.5
0.721,5.2,-20.2,-17.3,-17.2,-13.8,0.5
0.722,6.7,-15.6,-17.5,-18.7,-18.2,0.5
0.723,8.3,-12.1,-17.5,-19.7,-20.8,0.5
0.724,9.7,-9.7,-17.4,-20,-21.7,0.5
0.725,11,-8,-17.1,-19.8,-21.4,0.5
0.726,12.5,-6.8,-16.6,-19.2,-20.6,0.5
0.727,14.2,-5.8,-16.2,-18.7,-20.5,0.5
0.728,15.3,-4.8,-16,-18.6,-21.2,0.5
0.729,15.2,-3.8,-16.1,-19,-22.7,0.5
0.73,13.5,-3,-16.7,-19.8,-24.5,0.5
0.731,11,-2.3,-17.6,-20.7,-26,0.5
0.732,9.1,-2,-18.5,-21.4,-27,0.5
0.733,9,-1.9,-19.2,-21.9,-27.4,0.5
0.734,11.2,-2.2,-19.6,-21.9,-27.5,0.5
0.735,14.6,-2.4,-19.5,-21.7,-27.4,0.5
0.736,17.5,-2.6,-19.1,-21.3,-27.2,0.5
0.737,18.3,-2.6,-18.8,-20.7,-27.1,0.5
0.738,16.9,-2.3,-18.6,-20.1,-26.8,0.5
0.739,14.1,-1.8,-18.6,-19.2,-26.3,0.5
0.74,11.3,-1.1,-18.6,-18.1,-25.3,0.5
0.741,9.8,-0.6,-18.2,-16.5,-23.9,0.5
0.742,9.4,-0.1,-17.4,-14.6,-22,0.5
0.743,9.7,0.2,-16.2,-12.6,-20.1,0.5
0.744,10,0.4,-14.8,-10.8,-18.5,0.5
0.745,10,0.7,-13.5,-9.4,-17.4,0.5
0.746,9.9,1.1,-12.3,-8.5,-16.6,0.5
0.747,10,1.4,-11.3,-7.8,-15.9,0.5
0.748,9.9,1.7,-10.4,-7.1,-15,0.5
0.749,9.4,1.9,-9.4,-6.2,-13.7,0.5
0.75,7.9,1.9,-8.7,-5.2,-12.1,0.5
0.751,5.6,1.9,-8.3,-4.3,-10.3,0.5
0.752,3.5,2.1,-8.4,-3.6,-8.6,0.5
0.753,2.4,2.6,-8.8,-3,-7,0.5
0.754,2.5,3.4,-9.1,-2.3,-5.6,0.5
0.755,3.3,4.3,-9,-1.4,-4.4,0.5
0.756,3.7,5.1,-8.5,-0.2,-3.5,0.5
0.757,3.2,5.5,-7.7,0.9,-2.9,0.5
0.758,1.9,5.5,-7.1,1.3,-2.8,0.5
0.759,0.9,5.1,-7,0.7,-3.1,0.5
0.76,1.6,4.6,-7.5,-0.9,-3.7,0.5
0.761,4.2,4.1,-8.3,-3,-4.4,0.5
0.762,8,3.6,-9.1,-5.1,-5,0.5
0.763,11.3,3.1,-9.5,-6.6,-5.4,0.5
0.764,12.7,2.7,-9.5,-7.2,-5.5,0.5
0.765,11.6,2.4,-9.3,-7.1,-5.4,0.5
0.766,8.8,2.4,-9,-6.5,-5.1,0.5
0.767,5.7,2.6,-8.7,-5.6,-4.6,0.5
0.768,3.9,3,-8.6,-4.6,-4.2,0.5
0.769,4,3.4,-8.5,-3.7,-4,0.5
0.77,5.6,3.5,-8.6,-3,-4,0.5
0.771,7.7,3.3,-8.9,-2.7,-3.9,0.5
0.772,9.2,2.8,-9.4,-2.6,-3.7,0.5
0.773,9.3,2.3,-10.1,-2.7,-3,0.5
0.774,8.3,2.1,-10.5,-2.7,-2,0.5
0.775,7,2.5,-10.4,-2.4,-1,0.5
0.776,6.3,3.3,-9.5,-1.8,-0.1,0.5
0.777,6.8,4.6,-8,-0.7,0.4,0.5
0.778,8.3,6,-6.3,0.4,0.7,0.5
0.779,10,7.2,-4.9,1.4,1,0.5
0.78,11.1,8.2,-3.9,2.1,1.4,0.5
0.781,11.2,8.8,-3.4,2.6,2.1,0.5
0.782,10.3,9,-3.2,2.9,2.7,0.5
0.783,9.3,9,-2.9,2.9,3.1,0.5
0.784,8.6,8.7,-2.5,2.7,3,0.5
0.785,8.4,8.2,-2,2.1,2.3,0.5
0.786,8.2,7.6,-1.6,1.2,1.3,0.5
0.787,7.3,6.7,-1.7,0,0,0.5
0.788,5.5,5.7,-2.5,-1,-1.4,0.5
0.789,3.3,4.5,-3.7,-1.6,-2.6,0.5
0.79,1.8,3.2,-5.3,-1.7,-3.5,0.5
0.791,1.5,1.9,-6.9,-1.5,-4,0.5
0.792,2.6,0.8,-8,-1.2,-4.1,0.5
0.793,4,0.2,-8.6,-0.8,-3.7,0.5
0.794,4.9,0.2,-8.5,-0.6,-2.8,0.5
0.795,4.6,0.7,-7.9,-0.3,-1.9,0.5
0.796,4,1.4,-7.1,0.1,-1.2,0.5
0.797,4.2,1.9,-6.5,0.4,-1,0.5
0.798,6,1.9,-6.3,0.8,-1.3,0.5
0.799,8.9,1.5,-6.6,1,-2,0.5
0.8,11.7,0.9,-7.1,1,-2.7,0.5
0.801,12.5,0.5,-7.6,1,-3.2,0.5
0.802,10.9,0.4,-8,0.8,-3.5,0.5
0.803,7.4,0.7,-8.3,0.5,-3.6,0.5
0.804,3.9,1,-8.4,0.1,-3.6,0.5
0.805,2.4,0.9,-8.5,-0.4,-3.5,0.5
0.806,3.3,0.5,-8.5,-1.1,-3.4,0.5
0.807,6.2,-0.2,-8.3,-1.7,-2.9,0.5
0.808,9.6,-0.6,-7.8,-2,-2.1,0.5
0.809,11.9,-0.4,-7,-1.9,-0.9,0.5
0.81,12.4,0.5,-6.1,-1.4,0.3,0.5
0.811,11.6,1.8,-5.2,-0.7,1.1,0.5
0.812,10.1,3.1,-4.5,-0.1,1.2,0.5
0.813,8.7,3.8,-3.8,0,0.8,0.5
0.814,7.8,3.9,-3.2,-0.4,0,0.5
0.815,7.5,3.4,-2.7,-1,-0.6,0.5
0.816,7.6,2.7,-2.4,-1.6,-0.9,0.5
0.817,8,2.1,-2.4,-1.9,-0.6,0.5
0.818,8.7,1.9,-2.6,-1.8,-0.2,0.5
0.819,9.4,1.9,-2.9,-1.2,0.4,0.5
0.82,9.8,2.1,-3.3,-0.5,0.7,0.5
0.821,9.6,2.3,-3.5,0.1,0.8,0.5
0.822,8.4,2.3,-3.8,0.4,0.6,0.5
0.823,6.3,2.1,-4.2,0.5,0.4,0.5
0.824,3.8,1.7,-4.7,0.4,0.2,0.5
0.825,1.6,1.4,-5.4,0.4,0.2,0.5
0.826,0.2,1.4,-5.8,0.4,0.5,0.5
0.827,0,1.6,-5.8,0.5,0.8,0.5
0.828,0.8,2,-5.4,0.6,1,0.5
0.829,2.2,2,-4.8,0.6,0.9,0.5
0.83,3.7,1.5,-4.4,0.5,0.6,0.5
0.831,5,0.3,-4.6,0.2,0.1,0.5
0.832,5.7,-1.1,-5.3,-0.3,-0.4,0.5
0.833,5.6,-2.4,-6.2,-1.1,-0.7,0.5
0.834,4.5,-2.8,-6.7,-1.9,-0.8,0.5
0.835,2.8,-2.4,-6.5,-2.4,-0.8,0.5
0.836,1,-1.3,-5.7,-2.5,-0.7,0.5
0.837,0.3,-0.1,-4.8,-2,-0.8,0.5
0.838,1.2,0.4,-4.4,-1.2,-1.1,0.5
0.839,3.6,-0.1,-5,-0.6,-1.8,0.5
0.84,6.2,-1.5,-6.3,-0.5,-2.5,0.5
0.841,7.4,-3.1,-7.7,-0.9,-3,0.5
0.842,6.3,-4.4,-8.6,-1.5,-3.1,0.5
0.843,3.1,-4.9,-8.4,-2,-2.6,0.5
0.844,-0.7,-4.8,-7.4,-2,-1.7,0.5
0.845,-3.3,-4.4,-6.3,-1.8,-0.9,0.5
0.846,-3.6,-4.1,-5.6,-1.8,-0.6,0.5
0.847,-2.2,-4.3,-5.7,-2.1,-0.8,0.5
0.848,-0.6,-4.9,-6.4,-2.7,-1.5,0.5
0.849,-0.4,-5.7,-7,-3.3,-2,0.5
0.85,-2.1,-6.3,-6.8,-3.2,-1.7,0.5
0.851,-4.9,-6.5,-5.6,-2.2,-0.5,0.5
0.852,-7.3,-6.1,-3.7,-0.8,1.1,0.5
0.853,-8.3,-5.4,-1.9,0.4,2.5,0.5
0.854,-7.7,-4.7,-0.9,0.9,3.1,0.5
0.855,-6.5,-4.3,-0.9,0.4,2.8,0.5
0.856,-5.5,-4.4,-1.8,-0.7,2.1,0.5
0.857,-4.9,-5.1,-2.8,-1.6,1.6,0.5
0.858,-4.3,-6.2,-3.3,-1.9,1.8,0.5
0.859,-3.1,-7,-2.9,-1.4,2.5,0.5
0.86,-1.2,-7.4,-1.9,-0.5,3.6,0.5
0.861,0.6,-7.1,-0.8,0.2,4.5,0.5
0.862,1.5,-6.4,-0.4,0.4,4.9,0.5
0.863,1,-5.7,-1,0.2,5.1,0.5
0.864,-0.6,-5.6,-2.4,-0.3,5.4,0.5
0.865,-2.3,-6.2,-4.1,-0.6,5.7,0.5
0.866,-3.4,-7.3,-5.4,-0.8,6,0.5
0.867,-3.5,-8.6,-5.8,-0.9,6.1,0.5
0.868,-3.4,-9.6,-5.3,-1.1,5.8,0.5
0.869,-3.9,-9.9,-4.3,-1.5,5.3,0.5
0.87,-5.5,-9.8,-3.1,-1.7,4.8,0.5
0.871,-7.9,-9.3,-2.3,-1.4,4.7,0.5
0.872,-10,-8.8,-2,-0.6,5,0.5
0.873,-10.9,-8.6,-2.1,0.8,5.5,0.5
0.874,-10.2,-8.8,-2.5,2.3,5.8,0.5
0.875,-8.5,-9.1,-3,3.4,6,0.5
0.876,-6.8,-9.3,-3.4,3.9,6.2,0.5
0.877,-6.2,-9.4,-3.6,3.9,6.6,0.5
0.878,-6.7,-9.1,-3.6,3.7,7.4,0.5
0.879,-7.8,-8.7,-3.4,3.6,8.2,0.5
0.88,-8.3,-8.4,-3.2,3.6,8.9,0.5
0.881,-7.8,-8.5,-3,3.5,8.9,0.5
0.882,-6.4,-9.2,-3,2.9,8.4,0.5
0.883,-5.2,-10.4,-3.3,2,7.7,0.5
0.884,-5.4,-11.7,-3.7,0.8,7.1,0.5
0.885,-7.3,-12.5,-3.9,0.1,7.1,0.5
0.886,-10.1,-12.5,-3.6,0.2,8,0.5
0.887,-12.4,-11.7,-2.6,1.4,9.4,0.5
0.888,-13,-10.4,-1.1,3.3,11.1,0.5
0.889,-11.7,-9,0.7,5.5,12.6,0.5
0.89,-9.2,-8,2.2,7.1,13.7,0.5
0.891,-6.8,-7.5,2.9,7.9,14.5,0.5
0.892,-5.6,-7.6,2.6,7.7,15,0.5
0.893,-5.6,-7.8,1.7,7,15.2,0.5
0.894,-6.3,-8.1,0.4,6.1,15.2,0.5
0.895,-6.8,-8.4,-0.8,5.1,14.8,0.5
0.896,-6.8,-9,-1.8,4.1,13.8,0.5
0.897,-6.4,-10.1,-2.7,2.8,12.4,0.5
0.898,-6.1,-11.6,-3.5,1.4,11,0.5
0.899,-6.3,-13.5,-4.3,0,10.1,0.5
0.9,-6.9,-15.4,-5.1,-0.9,9.9,0.5
0.901,-7.3,-16.7,-5.4,-1.2,10.6,0.5
0.902,-7.1,-17.4,-5.2,-0.7,11.4,0.5
0.903,-6.3,-17.5,-4.6,0.1,12.1,0.5
0.904,-5.2,-17.3,-3.7,1.1,12.1,0.5
0.905,-4.7,-17.2,-3,1.9,11.7,0.5
0.906,-5,-17.1,-2.7,2.6,11.4,0.5
0.907,-5.5,-17.1,-2.9,3.3,11.4,0.5
0.908,-5.4,-17.2,-3.4,3.9,11.8,0.5
0.909,-4.1,-17.3,-3.9,4.2,12.2,0.5
0.91,-1.6,-17.6,-4.2,3.8,12.3,0.5
0.911,0.9,-18.3,-4.5,2.9,11.7,0.5
0.912,2,-19.2,-4.7,1.5,10.9,0.5
0.913,0.8,-20.2,-4.8,0.4,10.4,0.5
0.914,-2,-20.8,-4.9,0.1,10.6,0.5
0.915,-4.6,-20.8,-4.8,0.9,11.5,0.5
0.916,-5.4,-20.5,-4.6,2.4,12.6,0.5
0.917,-3.8,-20.3,-4.4,4,13.4,0.5
0.918,-0.9,-20.4,-4.4,5.2,13.6,0.5
0.919,1.3,-21.1,-4.7,5.7,13.3,0.5
0.92,1.2,-22,-5.4,5.5,13.1,0.5
0.921,-1.2,-22.5,-6.3,5.1,13.1,0.5
0.922,-4.1,-22.4,-7,4.8,13.5,0.5
0.923,-5.6,-21.7,-7.6,4.7,13.8,0.5
0.924,-4.3,-20.7,-8,4.5,13.6,0.5
0.925,-0.9,-20,-8.3,3.9,12.7,0.5
0.926,2.6,-20,-8.7,3,11.6,0.5
0.927,4,-20.5,-9,1.8,10.9,0.5
0.928,2.3,-21.2,-8.8,0.7,10.9,0.5
0.929,-1.8,-21.7,-7.8,0.3,11.9,0.5
0.93,-6.1,-21.7,-6,0.5,13.3,0.5
0.931,-8.7,-21.3,-3.6,1.3,14.4,0.5
0.932,-8.6,-20.9,-1.3,2,14.8,0.5
0.933,-6.5,-20.7,0.4,2.2,14.5,0.5
0.934,-4.1,-21,1,1.7,13.7,0.5
0.935,-3.1,-21.8,0.6,0.8,13,0.5
0.936,-4.3,-22.7,-0.3,-0.1,12.8,0.5
0.937,-6.9,-23.4,-1,-0.5,13.1,0.5
0.938,-8.9,-23.5,-1.3,-0.3,13.7,0.5
0.939,-8.9,-22.9,-1.2,0.3,14.1,0.5
0.94,-6.4,-22.1,-1.2,1.2,14.1,0.5
0.941,-2.6,-21.5,-1.5,1.7,13.8,0.5
0.942,0.6,-21.4,-2.2,1.9,13.4,0.5
